"Channel 3_x","Channel 3_y"
1185.149845,0.2792,
1186.156105,0.2794,
1187.162333,0.2784,
1188.168689,0.2804,
1189.17449,0.2805,
1190.180677,0.2813,
1191.186908,0.2815,
1192.193037,0.2818,
1193.198471,0.2806,
1194.204715,0.2808,
1195.21095,0.2781,
1196.21711,0.2798,
1197.223524,0.2805,
1198.229886,0.2806,
1199.23637,0.2817,
1200.242684,0.2791,
1201.249061,0.2796,
1202.255413,0.28,
1203.261678,0.2787,
1204.268112,0.2789,
1205.274534,0.2807,
1206.280896,0.2806,
1207.287327,0.2793,
1208.293777,0.2795,
1209.30023,0.2797,
1210.3065,0.2799,
1211.312881,0.2766,
1212.319351,0.2795,
1213.325692,0.2798,
1214.332043,0.2808,
1215.338442,0.277,
1216.344194,0.2802,
1217.349864,0.278,
1218.356308,0.2783,
1219.36262,0.2776,
1220.368739,0.2789,
1221.374885,0.2781,
1222.381269,0.2801,
1223.38761,0.2793,
1224.393987,0.2777,
1225.4003,0.2786,
1226.406603,0.2798,
1227.412704,0.28,
1228.419142,0.2784,
1229.425569,0.2801,
1230.432055,0.2809,
1231.438448,0.2805,
1232.444726,0.279,
1233.451164,0.2795,
1234.457518,0.2793,
1235.46387,0.2791,
1236.470276,0.2781,
1237.476648,0.2788,
1238.483011,0.2793,
1239.489504,0.2783,
1240.496027,0.2784,
1241.502332,0.2792,
1242.508757,0.2777,
1243.515124,0.282,
1244.521609,0.2787,
1245.528101,0.2793,
1246.533856,0.2796,
1247.539851,0.277,
1248.546254,0.2785,
1249.552875,0.2794,
1250.559324,0.279,
1251.565923,0.2785,
1252.571478,0.2785,
1253.577883,0.2784,
1254.584265,0.2785,
1255.58985,0.2808,
1256.596372,0.2779,
1257.602833,0.2788,
1258.609224,0.2801,
1259.615845,0.2815,
1260.622331,0.2791,
1261.634497,0.2812,
1262.642215,0.2795,
1263.654543,0.2804,
1264.660944,0.282,
1265.666475,0.2826,
1266.672773,0.2823,
1267.679163,0.2828,
1268.690826,0.2806,
1269.702569,0.2841,
1270.714033,0.2831,
1271.720578,0.2796,
1272.726457,0.2808,
1273.732826,0.2819,
1274.738467,0.285,
1275.744286,0.283,
1276.751447,0.2828,
1277.758276,0.2801,
1278.764263,0.2802,
1279.769866,0.2818,
1280.776276,0.2786,
1281.782689,0.2798,
1282.789167,0.2792,
1283.795593,0.2772,
1284.801971,0.2803,
1285.808466,0.2817,
1286.814436,0.2782,
1287.820951,0.2797,
1288.827536,0.2797,
1289.833962,0.2796,
1290.840433,0.2797,
1291.846724,0.278,
1292.853141,0.278,
1293.859556,0.2824,
1294.866008,0.2772,
1295.872391,0.2803,
1296.878846,0.2784,
1297.88546,0.2773,
1298.891944,0.278,
1299.898447,0.2854,
1300.904936,0.2868,
1301.911443,0.2795,
1302.917952,0.2822,
1303.924443,0.2821,
1304.930858,0.2776,
1305.937349,0.2848,
1306.943896,0.277,
1307.94987,0.2794,
1308.956389,0.2797,
1309.962816,0.28,
1310.969346,0.2804,
1311.975159,0.2813,
1312.981667,0.2816,
1313.988114,0.2792,
1314.994519,0.2809,
1316.001096,0.2802,
1317.007335,0.281,
1318.013746,0.2771,
1319.020289,0.2798,
1320.026753,0.2794,
1321.033281,0.2797,
1322.039677,0.2784,
1323.046166,0.2779,
1324.052783,0.2793,
1325.059274,0.2801,
1326.065612,0.2804,
1327.072101,0.2795,
1328.07859,0.2799,
1329.085178,0.2805,
1330.091668,0.2787,
1331.098142,0.2791,
1332.104551,0.2796,
1333.111135,0.2797,
1334.117533,0.2795,
1335.123156,0.279,
1336.129598,0.2809,
1337.136101,0.2817,
1338.142512,0.2819,
1339.148963,0.2814,
1340.155456,0.2803,
1341.161938,0.2764,
1342.168296,0.2802,
1343.174664,0.2806,
1344.181077,0.2821,
1345.187428,0.2809,
1346.193918,0.2802,
1347.200321,0.2781,
1348.206643,0.2822,
1349.21278,0.2788,
1350.219233,0.2812,
1351.225785,0.2803,
1352.232202,0.2799,
1353.238478,0.2798,
1354.244915,0.2806,
1355.251293,0.281,
1356.257679,0.2779,
1357.26404,0.2814,
1358.270446,0.2796,
1359.276999,0.2805,
1360.283544,0.281,
1361.28985,0.2787,
1362.296425,0.2797,
1363.30283,0.2771,
1364.309403,0.2786,
1365.315902,0.28,
1366.322301,0.2802,
1367.328575,0.2809,
1368.33494,0.2802,
1369.341317,0.2786,
1370.347641,0.2822,
1371.353923,0.2783,
1372.359846,0.2798,
1373.366025,0.28,
1374.372393,0.2803,
1375.378569,0.2795,
1376.384979,0.2815,
1377.391413,0.2814,
1378.397737,0.2774,
1379.404167,0.2827,
1380.410497,0.278,
1381.416814,0.2818,
1382.423304,0.2773,
1383.429692,0.2834,
1384.435966,0.279,
1385.442425,0.2792,
1386.448776,0.2836,
1387.454489,0.2792,
1388.459847,0.2778,
1389.466268,0.2796,
1390.472452,0.2815,
1391.478869,0.2777,
1392.485224,0.2809,
1393.490947,0.2787,
1394.497466,0.2791,
1395.503845,0.2783,
1396.510363,0.2761,
1397.516733,0.2785,
1398.52316,0.2861,
1399.529423,0.2779,
1400.535843,0.2821,
1401.542291,0.2789,
1402.548839,0.2816,
1403.555112,0.2793,
1404.561502,0.2783,
1405.56794,0.2807,
1406.574329,0.2806,
1407.579848,0.2792,
1408.58638,0.2825,
1409.592025,0.2776,
1410.598427,0.2787,
1411.604842,0.2814,
1412.611281,0.2823,
1413.617631,0.2792,
1414.624007,0.28,
1415.637163,0.2805,
1416.643843,0.2819,
1417.654148,0.2788,
1418.661805,0.2826,
1419.668242,0.2829,
1420.67464,0.2833,
1421.681671,0.2819,
1422.703466,0.2798,
1423.721033,0.282,
1424.728645,0.2846,
1425.735068,0.284,
1426.741477,0.2843,
1427.748054,0.2866,
1428.754471,0.2808,
1429.760926,0.2789,
1430.766487,0.2836,
1431.773034,0.2801,
1432.77944,0.2808,
1433.78624,0.2786,
1434.792665,0.2809,
1435.798488,0.2811,
1436.805023,0.2799,
1437.811641,0.2776,
1438.818204,0.2809,
1439.824825,0.2799,
1440.831305,0.2802,
1441.837726,0.2841,
1442.844306,0.2783,
1443.850873,0.2787,
1444.857415,0.286,
1445.864139,0.2807,
1446.870691,0.2806,
1447.877306,0.2845,
1448.88372,0.2789,
1449.890212,0.282,
1450.896731,0.2786,
1451.903056,0.277,
1452.909551,0.278,
1453.916042,0.2802,
1454.92248,0.2767,
1455.928832,0.281,
1456.935229,0.2793,
1457.941671,0.2804,
1458.948196,0.2805,
1459.954616,0.2789,
1460.961061,0.2803,
1461.967147,0.2809,
1462.97359,0.2808,
1463.979866,0.2797,
1464.98638,0.2809,
1465.995496,0.2781,
1467.001935,0.2783,
1468.008261,0.2771,
1469.014679,0.2808,
1470.020959,0.2803,
1471.027227,0.278,
1472.033842,0.2814,
1473.039267,0.2785,
1474.045624,0.2792,
1475.05214,0.2784,
1476.058648,0.2791,
1477.065018,0.2805,
1478.071551,0.2793,
1479.078039,0.2783,
1480.084505,0.2823,
1481.091067,0.2802,
1482.097466,0.2805,
1483.103843,0.2798,
1484.110162,0.2799,
1485.115985,0.2774,
1486.121815,0.2798,
1487.128179,0.2805,
1488.134776,0.2805,
1489.141219,0.2805,
1490.14782,0.2802,
1491.153636,0.2801,
1492.159864,0.2804,
1493.166237,0.2818,
1494.172742,0.2811,
1495.179168,0.2788,
1496.185528,0.2799,
1497.191898,0.2794,
1498.198497,0.2794,
1499.2042,0.2821,
1500.210747,0.2811,
1501.217198,0.282,
1502.223685,0.2829,
1503.230176,0.2792,
1504.236659,0.2809,
1505.242499,0.2806,
1506.248987,0.2787,
1507.255472,0.2799,
1508.261849,0.281,
1509.267576,0.2813,
1510.274126,0.2813,
1511.279858,0.2814,
1512.286484,0.2779,
1513.292934,0.2795,
1514.299546,0.2802,
1515.306139,0.2785,
1516.312773,0.279,
1517.319492,0.2795,
1518.326129,0.2812,
1519.332751,0.2795,
1520.339494,0.2783,
1521.346014,0.2802,
1522.352478,0.2794,
1523.358848,0.2785,
1524.365337,0.2801,
1525.371836,0.2769,
1526.378579,0.2789,
1527.3851,0.2812,
1528.391602,0.286,
1529.398093,0.2806,
1530.404505,0.2807,
1531.410989,0.2846,
1532.417437,0.2799,
1533.423838,0.2807,
1534.430316,0.2789,
1535.436814,0.2801,
1536.443354,0.2821,
1537.449942,0.279,
1538.45656,0.2793,
1539.463048,0.2792,
1540.469601,0.2791,
1541.476151,0.2809,
1542.482714,0.2804,
1543.489303,0.2787,
1544.495978,0.2811,
1545.502612,0.2799,
1546.509451,0.2796,
1547.516028,0.2778,
1548.52273,0.2808,
1549.529345,0.2789,
1550.535933,0.2821,
1551.542526,0.2788,
1552.549194,0.2802,
1553.555937,0.2798,
1554.562526,0.281,
1555.569298,0.2781,
1556.575727,0.2794,
1557.582423,0.2789,
1558.588964,0.2805,
1559.595574,0.2807,
1560.602266,0.2806,
1561.608792,0.2819,
1562.615463,0.2806,
1563.622133,0.2805,
1564.637664,0.279,
1565.64549,0.2823,
1566.652561,0.282,
1567.661276,0.2804,
1568.667638,0.2831,
1569.682113,0.2821,
1570.696877,0.2835,
1571.707956,0.2849,
1572.716067,0.2821,
1573.723254,0.2837,
1574.729814,0.2836,
1575.737509,0.2836,
1576.744188,0.2841,
1577.750461,0.2828,
1578.757092,0.2834,
1579.763674,0.2826,
1580.770319,0.2809,
1581.777014,0.2803,
1582.783686,0.2809,
1583.790263,0.2814,
1584.796903,0.2812,
1585.802515,0.2785,
1586.809186,0.2786,
1587.815604,0.2798,
1588.822125,0.2806,
1589.828884,0.2804,
1590.83548,0.2798,
1591.842104,0.2776,
1592.848842,0.2794,
1593.855308,0.2804,
1594.861909,0.2784,
1595.868448,0.2778,
1596.87494,0.2803,
1597.881423,0.2798,
1598.887911,0.2819,
1599.894536,0.2789,
1600.901146,0.2799,
1601.907833,0.2804,
1602.913575,0.2793,
1603.919997,0.2824,
1604.926475,0.2774,
1605.933027,0.2807,
1606.939777,0.2791,
1607.946496,0.2798,
1608.953129,0.2805,
1609.959845,0.2794,
1610.966471,0.279,
1611.973042,0.279,
1612.979729,0.2804,
1613.986288,0.2783,
1614.992788,0.2826,
1615.999365,0.2796,
1617.005938,0.2814,
1618.012493,0.2794,
1619.019027,0.2765,
1620.025792,0.2802,
1621.032372,0.2799,
1622.038869,0.2798,
1623.04538,0.2769,
1624.051927,0.2798,
1625.058444,0.2796,
1626.064945,0.279,
1627.071668,0.278,
1628.078176,0.2811,
1629.084635,0.2818,
1630.091045,0.2788,
1631.097618,0.2792,
1632.104024,0.2827,
1633.110618,0.2799,
1634.117314,0.281,
1635.123845,0.28,
1636.130574,0.2795,
1637.137235,0.2782,
1638.143841,0.2814,
1639.15059,0.2838,
1640.157231,0.2799,
1641.163816,0.283,
1642.17031,0.2804,
1643.176961,0.2835,
1644.18361,0.2787,
1645.190104,0.2818,
1646.196636,0.2779,
1647.203259,0.2787,
1648.209936,0.2803,
1649.216547,0.2828,
1650.223172,0.2812,
1651.229007,0.2823,
1652.235672,0.2803,
1653.242443,0.2806,
1654.249026,0.2814,
1655.255604,0.2812,
1656.262203,0.2812,
1657.268716,0.2801,
1658.274499,0.2815,
1659.281028,0.2817,
1660.287545,0.2792,
1661.294186,0.2799,
1662.300788,0.2763,
1663.306501,0.2827,
1664.313154,0.2814,
1665.319629,0.2812,
1666.32601,0.2791,
1667.332369,0.2785,
1668.338887,0.2754,
1669.346028,0.2776,
1670.353231,0.2777,
1671.359992,0.2766,
1672.367071,0.2776,
1673.373783,0.2789,
1674.380855,0.2762,
1675.386957,0.281,
1676.393421,0.2787,
1677.400192,0.2778,
1678.407619,0.2773,
1679.414756,0.2789,
1680.421451,0.2775,
1681.428577,0.2787,
1682.43584,0.2765,
1683.442957,0.2789,
1684.449988,0.2769,
1685.45745,0.2797,
1686.464758,0.2789,
1687.472096,0.2794,
1688.479316,0.2749,
1689.486533,0.2766,
1690.493522,0.2783,
1691.500643,0.2776,
1692.506758,0.2769,
1693.514076,0.2777,
1694.520287,0.278,
1695.527375,0.278,
1696.534701,0.279,
1697.54107,0.2794,
1698.547992,0.2783,
1699.55449,0.2766,
1700.561237,0.2773,
1701.567602,0.2771,
1702.574807,0.2758,
1703.581774,0.2753,
1704.588323,0.2811,
1705.594499,0.2799,
1706.600989,0.2784,
1707.608133,0.277,
1708.615493,0.2789,
1709.62283,0.2781,
1710.632113,0.2784,
1711.643955,0.2787,
1712.65125,0.2776,
1713.663159,0.2806,
1714.673336,0.2827,
1715.683406,0.2824,
1716.697027,0.281,
1717.709194,0.283,
1718.716722,0.2802,
1719.722461,0.2834,
1720.728959,0.2818,
1721.736765,0.2813,
1722.742463,0.2807,
1723.74847,0.2804,
1724.754474,0.2831,
1725.761003,0.2814,
1726.767558,0.2796,
1727.774226,0.2804,
