Date	Channel1	Channel2	Channel3
2018-10-04 01:33:56	0.21590	0.18480	0.17460
2018-10-04 01:34:06	0.21580	0.18480	0.17450
2018-10-04 01:34:16	0.21550	0.18480	0.17460
2018-10-04 01:34:26	0.21590	0.18480	0.17450
2018-10-04 01:34:36	0.21550	0.18480	0.17440
2018-10-04 01:34:47	0.21530	0.18480	0.17440
2018-10-04 01:34:57	0.21530	0.18480	0.17440
2018-10-04 01:35:07	0.21590	0.18480	0.17430
2018-10-04 01:35:17	0.21540	0.18480	0.17420
2018-10-04 01:35:27	0.21530	0.18480	0.17410
2018-10-04 01:35:37	0.21530	0.18480	0.17390
2018-10-04 01:35:47	0.21510	0.18480	0.17380
2018-10-04 01:35:57	0.21530	0.18480	0.17370
2018-10-04 01:36:07	0.21510	0.18480	0.17370
2018-10-04 01:36:17	0.21500	0.18480	0.17370
2018-10-04 01:36:27	0.21510	0.18480	0.17370
2018-10-04 01:36:37	0.21500	0.18480	0.17370
2018-10-04 01:36:47	0.21490	0.18480	0.17360
2018-10-04 01:36:57	0.21490	0.18480	0.17360
2018-10-04 01:37:07	0.21480	0.18480	0.17350
2018-10-04 01:37:17	0.21470	0.18480	0.17340
2018-10-04 01:37:28	0.21480	0.18470	0.17340
2018-10-04 01:37:38	0.21490	0.18480	0.17330
2018-10-04 01:37:48	0.21460	0.18470	0.17330
2018-10-04 01:37:58	0.21490	0.18480	0.17330
2018-10-04 01:38:08	0.21500	0.18480	0.17320
2018-10-04 01:38:18	0.21430	0.18480	0.17320
2018-10-04 01:38:28	0.21480	0.18470	0.17310
2018-10-04 01:38:38	0.21460	0.18470	0.17300
2018-10-04 01:38:48	0.21450	0.18480	0.17310
2018-10-04 01:38:58	0.21420	0.18480	0.17300
2018-10-04 01:39:08	0.21450	0.18480	0.17300
2018-10-04 01:39:18	0.21440	0.18480	0.17290
2018-10-04 01:39:28	0.21420	0.18470	0.17290
2018-10-04 01:39:38	0.21430	0.18470	0.17290
2018-10-04 01:39:48	0.21420	0.18480	0.17290
2018-10-04 01:39:58	0.21420	0.18480	0.17280
2018-10-04 01:40:09	0.21410	0.18480	0.17270
2018-10-04 01:40:19	0.21390	0.18480	0.17260
2018-10-04 01:40:29	0.21370	0.18480	0.17250
2018-10-04 01:40:39	0.21400	0.18470	0.17240
2018-10-04 01:40:49	0.21380	0.18480	0.17240
2018-10-04 01:40:59	0.21380	0.18480	0.17240
2018-10-04 01:41:09	0.21400	0.18480	0.17230
2018-10-04 01:41:19	0.21390	0.18480	0.17220
2018-10-04 01:41:29	0.21350	0.18480	0.17210
2018-10-04 01:41:39	0.21380	0.18480	0.17210
2018-10-04 01:41:49	0.21370	0.18480	0.17210
2018-10-04 01:41:59	0.21360	0.18480	0.17200
2018-10-04 01:42:09	0.21360	0.18480	0.17190
2018-10-04 01:42:19	0.21320	0.18480	0.17190
2018-10-04 01:42:29	0.21360	0.18480	0.17180
2018-10-04 01:42:39	0.21350	0.18480	0.17180
